Linac Beam 
1.4066750436e+02 3.5920340017e+02 3.5920340017e+02 
1.4115074500e+02 3.5920117820e+02 3.5920117820e+02 
1.4140694500e+02 3.5920117820e+02 3.5920117820e+02 
1.4181694500e+02 3.5920117820e+02 3.5920117820e+02 
1.4241694500e+02 3.5920117820e+02 3.5920117820e+02 
1.4282694500e+02 3.5920117820e+02 3.5920117820e+02 
1.4308314500e+02 3.5920117820e+02 3.5920117820e+02 
1.4349754500e+02 3.5920117820e+02 3.5920117820e+02 
1.4360572312e+02 3.5916891737e+02 3.5916891737e+02 
1.4371390125e+02 3.5908202254e+02 3.5908202254e+02 
1.4382207937e+02 3.6143127394e+02 3.6143127394e+02 
1.4393025750e+02 3.6336001908e+02 3.6336001908e+02 
1.4403843562e+02 3.6464806370e+02 3.6464806370e+02 
1.4414661374e+02 3.6626376406e+02 3.6626376406e+02 
1.4425479187e+02 3.6851039286e+02 3.6851039286e+02 
1.4436296999e+02 3.7022372719e+02 3.7022372719e+02 
1.4447114811e+02 3.7128112572e+02 3.7128112572e+02 
1.4457932624e+02 3.7314978797e+02 3.7314978797e+02 
1.4468750436e+02 3.7302013518e+02 3.7302013518e+02 
1.4499754500e+02 3.7301563025e+02 3.7301563025e+02 
1.4510572312e+02 3.7297806075e+02 3.7297806075e+02 
1.4521390125e+02 3.7298628198e+02 3.7298628198e+02 
1.4532207937e+02 3.7532531786e+02 3.7532531786e+02 
1.4543025750e+02 3.7729427765e+02 3.7729427765e+02 
1.4553843562e+02 3.7858488005e+02 3.7858488005e+02 
1.4564661374e+02 3.8019661007e+02 3.8019661007e+02 
1.4575479187e+02 3.8244436162e+02 3.8244436162e+02 
1.4586296999e+02 3.8409929133e+02 3.8409929133e+02 
1.4597114811e+02 3.8507821009e+02 3.8507821009e+02 
1.4607932624e+02 3.8699595871e+02 3.8699595871e+02 
1.4618750436e+02 3.8688325689e+02 3.8688325689e+02 
1.4649754500e+02 3.8687698059e+02 3.8687698059e+02 
1.4660572312e+02 3.8683496521e+02 3.8683496521e+02 
1.4671390125e+02 3.8693300445e+02 3.8693300445e+02 
1.4682207937e+02 3.8924706850e+02 3.8924706850e+02 
1.4693025750e+02 3.9124880276e+02 3.9124880276e+02 
1.4703843562e+02 3.9254070899e+02 3.9254070899e+02 
1.4714661374e+02 3.9414849412e+02 3.9414849412e+02 
1.4725479187e+02 3.9639645811e+02 3.9639645811e+02 
1.4736296999e+02 3.9799258140e+02 3.9799258140e+02 
1.4747114811e+02 3.9889327024e+02 3.9889327024e+02 
1.4757932624e+02 4.0084268395e+02 4.0084268395e+02 
1.4768750436e+02 4.0074733532e+02 4.0074733532e+02 
1.4799754500e+02 4.0073949680e+02 4.0073949680e+02 
1.4810572312e+02 4.0069385080e+02 4.0069385080e+02 
1.4821390125e+02 4.0087582340e+02 4.0087582340e+02 
1.4832207937e+02 4.0315296650e+02 4.0315296650e+02 
1.4843025750e+02 4.0518096987e+02 4.0518096987e+02 
1.4853843562e+02 4.0647315587e+02 4.0647315587e+02 
1.4864661374e+02 4.0807704798e+02 4.0807704798e+02 
1.4875479187e+02 4.1032447120e+02 4.1032447120e+02 
1.4886296999e+02 4.1186205536e+02 4.1186205536e+02 
1.4897114811e+02 4.1268576790e+02 4.1268576790e+02 
1.4907932624e+02 4.1465183129e+02 4.1465183129e+02 
1.4918750436e+02 4.1457385478e+02 4.1457385478e+02 
1.4967074500e+02 4.1456466353e+02 4.1456466353e+02 
1.4992694500e+02 4.1456466353e+02 4.1456466353e+02 
1.5033694500e+02 4.1456466353e+02 4.1456466353e+02 
1.5093694500e+02 4.1456466353e+02 4.1456466353e+02 
1.5134694500e+02 4.1456466353e+02 4.1456466353e+02 
1.5160314500e+02 4.1456466353e+02 4.1456466353e+02 
1.5201754500e+02 4.1456466353e+02 4.1456466353e+02 
1.5212572312e+02 4.1451613699e+02 4.1451613699e+02 
1.5223390125e+02 4.1477585484e+02 4.1477585484e+02 
1.5234207937e+02 4.1700664753e+02 4.1700664753e+02 
1.5245025750e+02 4.1905526739e+02 4.1905526739e+02 
1.5255843562e+02 4.2034689246e+02 4.2034689246e+02 
1.5266661374e+02 4.2194697040e+02 4.2194697040e+02 
1.5277479187e+02 4.2419321684e+02 4.2419321684e+02 
1.5288296999e+02 4.2567298887e+02 4.2567298887e+02 
1.5299114811e+02 4.2642167279e+02 4.2642167279e+02 
1.5309932624e+02 4.2839165944e+02 4.2839165944e+02 
1.5320750436e+02 4.2833078764e+02 4.2833078764e+02 
1.5351754500e+02 4.2832044498e+02 4.2832044498e+02 
1.5362572312e+02 4.2826971118e+02 4.2826971118e+02 
1.5373390125e+02 4.2860099175e+02 4.2860099175e+02 
1.5384207937e+02 4.3077813310e+02 4.3077813310e+02 
1.5395025750e+02 4.3284251946e+02 4.3284251946e+02 
1.5405843562e+02 4.3413292010e+02 4.3413292010e+02 
1.5416661374e+02 4.3572927105e+02 4.3572927105e+02 
1.5427479187e+02 4.3797384386e+02 4.3797384386e+02 
1.5438296999e+02 4.3939697930e+02 4.3939697930e+02 
1.5449114811e+02 4.4007314188e+02 4.4007314188e+02 
1.5459932624e+02 4.4203642444e+02 4.4203642444e+02 
1.5470750436e+02 4.4199216794e+02 4.4199216794e+02 
1.5501754500e+02 4.4198086259e+02 4.4198086259e+02 
1.5512572312e+02 4.4192851695e+02 4.4192851695e+02 
1.5523390125e+02 4.4232528445e+02 4.4232528445e+02 
1.5534207937e+02 4.4444334158e+02 4.4444334158e+02 
1.5545025750e+02 4.4651933670e+02 4.4651933670e+02 
1.5555843562e+02 4.4780797577e+02 4.4780797577e+02 
1.5566661374e+02 4.4940070543e+02 4.4940070543e+02 
1.5577479187e+02 4.5164318518e+02 4.5164318518e+02 
1.5588296999e+02 4.5301107563e+02 4.5301107563e+02 
1.5599114811e+02 4.5361751332e+02 4.5361751332e+02 
1.5609932624e+02 4.5556533200e+02 4.5556533200e+02 
1.5620750436e+02 4.5553705927e+02 4.5553705927e+02 
1.5651754500e+02 4.5552496363e+02 4.5552496363e+02 
1.5662572312e+02 4.5547152415e+02 4.5547152415e+02 
1.5673390125e+02 4.5592797819e+02 4.5592797819e+02 
1.5684207937e+02 4.5798302867e+02 4.5798302867e+02 
1.5695025750e+02 4.6006710063e+02 4.6006710063e+02 
1.5705843562e+02 4.6135356103e+02 4.6135356103e+02 
1.5716661374e+02 4.6294277858e+02 4.6294277858e+02 
1.5727479187e+02 4.6518284191e+02 4.6518284191e+02 
1.5738296999e+02 4.6649710472e+02 4.6649710472e+02 
1.5749114811e+02 4.6703683521e+02 4.6703683521e+02 
1.5759932624e+02 4.6896207370e+02 4.6896207370e+02 
1.5770750436e+02 4.6894905202e+02 4.6894905202e+02 
1.5819074500e+02 4.6893632148e+02 4.6893632148e+02 
1.5844694500e+02 4.6893632148e+02 4.6893632148e+02 
1.5885694500e+02 4.6893632148e+02 4.6893632148e+02 
1.5945694500e+02 4.6893632148e+02 4.6893632148e+02 
1.5986694500e+02 4.6893632148e+02 4.6893632148e+02 
1.6012314500e+02 4.6893632148e+02 4.6893632148e+02 
1.6053754500e+02 4.6893632148e+02 4.6893632148e+02 
1.6064572312e+02 4.6888223375e+02 4.6888223375e+02 
1.6075390125e+02 4.6939289679e+02 4.6939289679e+02 
1.6086207937e+02 4.7138228758e+02 4.7138228758e+02 
1.6097025750e+02 4.7347144469e+02 4.7347144469e+02 
1.6107843562e+02 4.7475540169e+02 4.7475540169e+02 
1.6118661374e+02 4.7634122273e+02 4.7634122273e+02 
1.6129479187e+02 4.7857861099e+02 4.7857861099e+02 
1.6140296999e+02 4.7984097175e+02 4.7984097175e+02 
1.6151114811e+02 4.8031709246e+02 4.8031709246e+02 
1.6161932624e+02 4.8221404326e+02 4.8221404326e+02 
1.6172750436e+02 4.8221548522e+02 4.8221548522e+02 
1.6203754500e+02 4.8220225772e+02 4.8220225772e+02 
1.6214572312e+02 4.8214790094e+02 4.8214790094e+02 
1.6225390125e+02 4.8270767834e+02 4.8270767834e+02 
1.6236207937e+02 4.8462975675e+02 4.8462975675e+02 
1.6247025750e+02 4.8672147597e+02 4.8672147597e+02 
1.6257843562e+02 4.8800268551e+02 4.8800268551e+02 
1.6268661374e+02 4.8958522395e+02 4.8958522395e+02 
1.6279479187e+02 4.9181974832e+02 4.9181974832e+02 
1.6290296999e+02 4.9303203186e+02 4.9303203186e+02 
1.6301114811e+02 4.9344767347e+02 4.9344767347e+02 
1.6311932624e+02 4.9531184170e+02 4.9531184170e+02 
1.6322750436e+02 4.9532693117e+02 4.9532693117e+02 
1.6353754500e+02 4.9531332804e+02 4.9531332804e+02 
1.6364572312e+02 4.9525902199e+02 4.9525902199e+02 
1.6375390125e+02 4.9586319890e+02 4.9586319890e+02 
1.6386207937e+02 4.9771714224e+02 4.9771714224e+02 
1.6397025750e+02 4.9980930254e+02 4.9980930254e+02 
1.6407843562e+02 5.0108758207e+02 5.0108758207e+02 
1.6418661374e+02 5.0266695373e+02 5.0266695373e+02 
1.6429479187e+02 5.0489846920e+02 5.0489846920e+02 
1.6440296999e+02 5.0606251621e+02 5.0606251621e+02 
1.6451114811e+02 5.0642075543e+02 5.0642075543e+02 
1.6461932624e+02 5.0824865662e+02 5.0824865662e+02 
1.6472750436e+02 5.0827657644e+02 5.0827657644e+02 
1.6503754500e+02 5.0826270333e+02 5.0826270333e+02 
1.6514572312e+02 5.0820871530e+02 5.0820871530e+02 
1.6525390125e+02 5.0885296398e+02 5.0885296398e+02 
1.6536207937e+02 5.1063859706e+02 5.1063859706e+02 
1.6547025750e+02 5.1272942184e+02 5.1272942184e+02 
1.6557843562e+02 5.1400464061e+02 5.1400464061e+02 
1.6568661374e+02 5.1558095949e+02 5.1558095949e+02 
1.6579479187e+02 5.1780936316e+02 5.1780936316e+02 
1.6590296999e+02 5.1892701729e+02 5.1892701729e+02 
1.6601114811e+02 5.1923085004e+02 5.1923085004e+02 
1.6611932624e+02 5.2101984964e+02 5.2101984964e+02 
1.6622750436e+02 5.2105979607e+02 5.2105979607e+02 
1.6671074500e+02 5.2104574433e+02 5.2104574433e+02 
1.6696694500e+02 5.2104574433e+02 5.2104574433e+02 
1.6737694500e+02 5.2104574433e+02 5.2104574433e+02 
1.6797694500e+02 5.2104574433e+02 5.2104574433e+02 
1.6838694500e+02 5.2104574433e+02 5.2104574433e+02 
1.6864314500e+02 5.2104574433e+02 5.2104574433e+02 
1.6905754500e+02 5.2104574433e+02 5.2104574433e+02 
1.6916572312e+02 5.2099243342e+02 5.2099243342e+02 
1.6927390125e+02 5.2167530364e+02 5.2167530364e+02 
1.6938207937e+02 5.2338138639e+02 5.2338138639e+02 
1.6949025750e+02 5.2546516869e+02 5.2546516869e+02 
1.6959843562e+02 5.2673604540e+02 5.2673604540e+02 
1.6970661374e+02 5.2830572031e+02 5.2830572031e+02 
1.6981479187e+02 5.3053190034e+02 5.3053190034e+02 
1.6992296999e+02 5.3161366175e+02 5.3161366175e+02 
1.7003114811e+02 5.3187269105e+02 5.3187269105e+02 
1.7013932624e+02 5.3362364252e+02 5.3362364252e+02 
1.7024750436e+02 5.3367372825e+02 5.3367372825e+02 
1.7055754500e+02 5.3365960134e+02 5.3365960134e+02 
1.7066572312e+02 5.3360702821e+02 5.3360702821e+02 
1.7077390125e+02 5.3432219468e+02 5.3432219468e+02 
1.7088207937e+02 5.3596075812e+02 5.3596075812e+02 
1.7099025750e+02 5.3804021380e+02 5.3804021380e+02 
1.7109843562e+02 5.3930780199e+02 5.3930780199e+02 
1.7120661374e+02 5.4087460140e+02 5.4087460140e+02 
1.7131479187e+02 5.4309766890e+02 5.4309766890e+02 
1.7142296999e+02 5.4413683689e+02 5.4413683689e+02 
1.7153114811e+02 5.4434719816e+02 5.4434719816e+02 
1.7163932624e+02 5.4605643825e+02 5.4605643825e+02 
1.7174750436e+02 5.4611702602e+02 5.4611702602e+02 
1.7205754500e+02 5.4610286116e+02 5.4610286116e+02 
1.7216572312e+02 5.4605117228e+02 5.4605117228e+02 
1.7227390125e+02 5.4679537651e+02 5.4679537651e+02 
1.7238207937e+02 5.4836748202e+02 5.4836748202e+02 
1.7249025750e+02 5.5044160970e+02 5.5044160970e+02 
1.7259843562e+02 5.5170588754e+02 5.5170588754e+02 
1.7270661374e+02 5.5326992000e+02 5.5326992000e+02 
1.7281479187e+02 5.5548985245e+02 5.5548985245e+02 
1.7292296999e+02 5.5648814270e+02 5.5648814270e+02 
1.7303114811e+02 5.5665244614e+02 5.5665244614e+02 
1.7313932624e+02 5.5831907548e+02 5.5831907548e+02 
1.7324750436e+02 5.5838945976e+02 5.5838945976e+02 
1.7355754500e+02 5.5837531404e+02 5.5837531404e+02 
1.7366572312e+02 5.5832462702e+02 5.5832462702e+02 
1.7377390125e+02 5.5909491578e+02 5.5909491578e+02 
1.7388207937e+02 5.6060185081e+02 5.6060185081e+02 
1.7399025750e+02 5.6266982713e+02 5.6266982713e+02 
1.7409843562e+02 5.6393079232e+02 5.6393079232e+02 
1.7420661374e+02 5.6549216179e+02 5.6549216179e+02 
1.7431479187e+02 5.6770895022e+02 5.6770895022e+02 
1.7442296999e+02 5.6866801201e+02 5.6866801201e+02 
1.7453114811e+02 5.6878872421e+02 5.6878872421e+02 
1.7463932624e+02 5.7041222826e+02 5.7041222826e+02 
1.7474750436e+02 5.7049174350e+02 5.7049174350e+02 
1.7523074500e+02 5.7047766520e+02 5.7047766520e+02 
1.7548694500e+02 5.7047766520e+02 5.7047766520e+02 
1.7589694500e+02 5.7047766520e+02 5.7047766520e+02 
1.7649694500e+02 5.7047766520e+02 5.7047766520e+02 
1.7690694500e+02 5.7047766520e+02 5.7047766520e+02 
1.7716314500e+02 5.7047766520e+02 5.7047766520e+02 
1.7754784700e+02 5.7047766520e+02 5.7047766520e+02 
1.7765605744e+02 5.7047593187e+02 5.7047593187e+02 
1.7776426789e+02 5.6954734828e+02 5.6954734828e+02 
1.7787247833e+02 5.7105400590e+02 5.7105400590e+02 
1.7798068878e+02 5.7187239697e+02 5.7187239697e+02 
1.7808889922e+02 5.7464166184e+02 5.7464166184e+02 
1.7819710967e+02 5.7601421131e+02 5.7601421131e+02 
1.7830532011e+02 5.7793803204e+02 5.7793803204e+02 
1.7841353056e+02 5.8073345700e+02 5.8073345700e+02 
1.7852174100e+02 5.8185286845e+02 5.8185286845e+02 
1.7862995144e+02 5.8448851099e+02 5.8448851099e+02 
1.7873816189e+02 5.8388404830e+02 5.8388404830e+02 
1.7884637233e+02 5.8385761718e+02 5.8385761718e+02 
1.7904784700e+02 5.8385804816e+02 5.8385804816e+02 
1.7915605744e+02 5.8385341645e+02 5.8385341645e+02 
1.7926426789e+02 5.8294514158e+02 5.8294514158e+02 
1.7937247833e+02 5.8456114185e+02 5.8456114185e+02 
1.7948068878e+02 5.8539892900e+02 5.8539892900e+02 
1.7958889922e+02 5.8818570717e+02 5.8818570717e+02 
1.7969710967e+02 5.8956487112e+02 5.8956487112e+02 
1.7980532011e+02 5.9149204876e+02 5.9149204876e+02 
1.7991353056e+02 5.9428107127e+02 5.9428107127e+02 
1.8002174100e+02 5.9540496074e+02 5.9540496074e+02 
1.8012995144e+02 5.9810686298e+02 5.9810686298e+02 
1.8023816189e+02 5.9754061435e+02 5.9754061435e+02 
1.8034637233e+02 5.9751183319e+02 5.9751183319e+02 
1.8054784700e+02 5.9751224647e+02 5.9751224647e+02 
1.8065605744e+02 5.9750479215e+02 5.9750479215e+02 
1.8076426789e+02 5.9661845980e+02 5.9661845980e+02 
1.8087247833e+02 5.9833917494e+02 5.9833917494e+02 
1.8098068878e+02 5.9919508839e+02 5.9919508839e+02 
1.8108889922e+02 6.0199813386e+02 6.0199813386e+02 
1.8119710967e+02 6.0338371838e+02 6.0338371838e+02 
1.8130532011e+02 6.0531416378e+02 6.0531416378e+02 
1.8141353056e+02 6.0809610547e+02 6.0809610547e+02 
1.8152174100e+02 6.0922354624e+02 6.0922354624e+02 
1.8162995144e+02 6.1198664559e+02 6.1198664559e+02 
1.8173816189e+02 6.1145902255e+02 6.1145902255e+02 
1.8184637233e+02 6.1142803052e+02 6.1142803052e+02 
1.8204784700e+02 6.1142842478e+02 6.1142842478e+02 
1.8215605744e+02 6.1141823220e+02 6.1141823220e+02 
1.8226426789e+02 6.1055528954e+02 6.1055528954e+02 
1.8237247833e+02 6.1237610749e+02 6.1237610749e+02 
1.8248068878e+02 6.1324894514e+02 6.1324894514e+02 
1.8258889922e+02 6.1606707505e+02 6.1606707505e+02 
1.8269710967e+02 6.1745893827e+02 6.1745893827e+02 
1.8280532011e+02 6.1939253377e+02 6.1939253377e+02 
1.8291353056e+02 6.2216680255e+02 6.2216680255e+02 
1.8302174100e+02 6.2329691613e+02 6.2329691613e+02 
1.8312995144e+02 6.2611621278e+02 6.2611621278e+02 
1.8323816189e+02 6.2562740626e+02 6.2562740626e+02 
1.8334637233e+02 6.2559434602e+02 6.2559434602e+02 
1.8375074900e+02 6.2559472016e+02 6.2559472016e+02 
1.8400694900e+02 6.2559472016e+02 6.2559472016e+02 
1.8441694900e+02 6.2559472016e+02 6.2559472016e+02 
1.8501694900e+02 6.2559472016e+02 6.2559472016e+02 
1.8542694900e+02 6.2559472016e+02 6.2559472016e+02 
1.8568314900e+02 6.2559472016e+02 6.2559472016e+02 
1.8606785100e+02 6.2559472016e+02 6.2559472016e+02 
1.8617606144e+02 6.2558271657e+02 6.2558271657e+02 
1.8628427189e+02 6.2472945396e+02 6.2472945396e+02 
1.8639248233e+02 6.2660806239e+02 6.2660806239e+02 
1.8650069278e+02 6.2748681555e+02 6.2748681555e+02 
1.8660890322e+02 6.3032175407e+02 6.3032175407e+02 
1.8671711367e+02 6.3169811665e+02 6.3169811665e+02 
1.8682532411e+02 6.3365669210e+02 6.3365669210e+02 
1.8693353456e+02 6.3642028817e+02 6.3642028817e+02 
1.8704174500e+02 6.3756205053e+02 6.3756205053e+02 
1.8714995544e+02 6.4046956615e+02 6.4046956615e+02 
1.8725816589e+02 6.4003451395e+02 6.4003451395e+02 
1.8736637633e+02 6.3999872272e+02 6.3999872272e+02 
1.8756785100e+02 6.3999907094e+02 6.3999907094e+02 
1.8767606144e+02 6.3998449966e+02 6.3998449966e+02 
1.8778427189e+02 6.3915633355e+02 6.3915633355e+02 
1.8789248233e+02 6.4112722934e+02 6.4112722934e+02 
1.8800069278e+02 6.4202111178e+02 6.4202111178e+02 
1.8810890322e+02 6.4486973359e+02 6.4486973359e+02 
1.8821711367e+02 6.4625206768e+02 6.4625206768e+02 
1.8832532411e+02 6.4821351193e+02 6.4821351193e+02 
1.8843353456e+02 6.5096750696e+02 6.5096750696e+02 
1.8854174500e+02 6.5210987321e+02 6.5210987321e+02 
1.8864995544e+02 6.5506256019e+02 6.5506256019e+02 
1.8875816589e+02 6.5466680567e+02 6.5466680567e+02 
1.8886637633e+02 6.5462925406e+02 6.5462925406e+02 
1.8906785100e+02 6.5462958007e+02 6.5462958007e+02 
1.8917606144e+02 6.5461254578e+02 6.5461254578e+02 
1.8928427189e+02 6.5381036761e+02 6.5381036761e+02 
1.8939248233e+02 6.5586887014e+02 6.5586887014e+02 
1.8950069278e+02 6.5677678477e+02 6.5677678477e+02 
1.8960890322e+02 6.5963801490e+02 6.5963801490e+02 
1.8971711367e+02 6.6102612727e+02 6.6102612727e+02 
1.8982532411e+02 6.6299034967e+02 6.6299034967e+02 
1.8993353456e+02 6.6573432936e+02 6.6573432936e+02 
1.9004174500e+02 6.6687662480e+02 6.6687662480e+02 
1.9014995544e+02 6.6987003438e+02 6.6987003438e+02 
1.9025816589e+02 6.6951327925e+02 6.6951327925e+02 
1.9036637633e+02 6.6947410745e+02 6.6947410745e+02 
1.9056785100e+02 6.6947441073e+02 6.6947441073e+02 
1.9067606144e+02 6.6945502089e+02 6.6945502089e+02 
1.9078427189e+02 6.6867956116e+02 6.6867956116e+02 
1.9089248233e+02 6.7082110579e+02 6.7082110579e+02 
1.9100069278e+02 6.7174202290e+02 6.7174202290e+02 
1.9110890322e+02 6.7461485023e+02 6.7461485023e+02 
1.9121711367e+02 6.7600858084e+02 6.7600858084e+02 
1.9132532411e+02 6.7797547849e+02 6.7797547849e+02 
1.9143353456e+02 6.8070910460e+02 6.8070910460e+02 
1.9154174500e+02 6.8185071036e+02 6.8185071036e+02 
1.9164995544e+02 6.8488058392e+02 6.8488058392e+02 
1.9175816589e+02 6.8456238433e+02 6.8456238433e+02 
1.9186637633e+02 6.8452172960e+02 6.8452172960e+02 
1.9227075300e+02 6.8452200983e+02 6.8452200983e+02 
1.9252695300e+02 6.8452200983e+02 6.8452200983e+02 
1.9293695300e+02 6.8452200983e+02 6.8452200983e+02 
1.9353695300e+02 6.8452200983e+02 6.8452200983e+02 
1.9394695300e+02 6.8452200983e+02 6.8452200983e+02 
1.9420315300e+02 6.8452200983e+02 6.8452200983e+02 
1.9458785500e+02 6.8452200983e+02 6.8452200983e+02 
1.9469606544e+02 6.8450037449e+02 6.8450037449e+02 
1.9480427589e+02 6.8375219915e+02 6.8375219915e+02 
1.9491248633e+02 6.8597230032e+02 6.8597230032e+02 
1.9502069678e+02 6.8690523960e+02 6.8690523960e+02 
1.9512890722e+02 6.8978870316e+02 6.8978870316e+02 
1.9523711767e+02 6.9118788656e+02 6.9118788656e+02 
1.9534532811e+02 6.9315736147e+02 6.9315736147e+02 
1.9545353856e+02 6.9588034568e+02 6.9588034568e+02 
1.9556174900e+02 6.9702070171e+02 6.9702070171e+02 
1.9566995944e+02 7.0008300919e+02 7.0008300919e+02 
1.9577816989e+02 6.9980281585e+02 6.9980281585e+02 
1.9588638033e+02 6.9976081087e+02 6.9976081087e+02 
1.9608785500e+02 6.9976106786e+02 6.9976106786e+02 
1.9619606544e+02 6.9973729869e+02 6.9973729869e+02 
1.9630427589e+02 6.9901681581e+02 6.9901681581e+02 
1.9641248633e+02 7.0131107495e+02 7.0131107495e+02 
1.9652069678e+02 7.0225510189e+02 7.0225510189e+02 
1.9662890722e+02 7.0514828905e+02 7.0514828905e+02 
1.9673711767e+02 7.0655274459e+02 7.0655274459e+02 
1.9684532811e+02 7.0852470824e+02 7.0852470824e+02 
1.9695353856e+02 7.1123680075e+02 7.1123680075e+02 
1.9706174900e+02 7.1237540346e+02 7.1237540346e+02 
1.9716995944e+02 7.1546635190e+02 7.1546635190e+02 
1.9727816989e+02 7.1522353265e+02 7.1522353265e+02 
1.9738638033e+02 7.1518030469e+02 7.1518030469e+02 
1.9758785500e+02 7.1518053840e+02 7.1518053840e+02 
1.9769606544e+02 7.1515474633e+02 7.1515474633e+02 
1.9780427589e+02 7.1446223984e+02 7.1446223984e+02 
1.9791248633e+02 7.1682642770e+02 7.1682642770e+02 
1.9802069678e+02 7.1778067241e+02 7.1778067241e+02 
1.9812890722e+02 7.2068273048e+02 7.2068273048e+02 
1.9823711767e+02 7.2209230671e+02 7.2209230671e+02 
1.9834532811e+02 7.2406666179e+02 7.2406666179e+02 
1.9845353856e+02 7.2676767833e+02 7.2676767833e+02 
1.9856174900e+02 7.2790407463e+02 7.2790407463e+02 
1.9866995944e+02 7.3102008716e+02 7.3102008716e+02 
1.9877816989e+02 7.3081391317e+02 7.3081391317e+02 
1.9888638033e+02 7.3076958433e+02 7.3076958433e+02 
1.9908785500e+02 7.3076979483e+02 7.3076979483e+02 
1.9919606544e+02 7.3074209010e+02 7.3074209010e+02 
1.9930427589e+02 7.3007771633e+02 7.3007771633e+02 
1.9941248633e+02 7.3250773519e+02 7.3250773519e+02 
1.9952069678e+02 7.3347137633e+02 7.3347137633e+02 
1.9962890722e+02 7.3638150179e+02 7.3638150179e+02 
1.9973711767e+02 7.3779604205e+02 7.3779604205e+02 
1.9984532811e+02 7.3977269735e+02 7.3977269735e+02 
1.9995353856e+02 7.4246249194e+02 7.4246249194e+02 
2.0006174900e+02 7.4359627887e+02 7.4359627887e+02 
2.0016995944e+02 7.4673401281e+02 7.4673401281e+02 
2.0027816989e+02 7.4656369487e+02 7.4656369487e+02 
2.0038638033e+02 7.4651838108e+02 7.4651838108e+02 
2.0079075700e+02 7.4651856854e+02 7.4651856854e+02 
2.0104695700e+02 7.4651856854e+02 7.4651856854e+02 
2.0145695700e+02 7.4651856854e+02 7.4651856854e+02 
2.0205695700e+02 7.4651856854e+02 7.4651856854e+02 
2.0246695700e+02 7.4651856854e+02 7.4651856854e+02 
2.0272315700e+02 7.4651856854e+02 7.4651856854e+02 
2.0310785900e+02 7.4651856854e+02 7.4651856854e+02 
2.0321606944e+02 7.4648906011e+02 7.4648906011e+02 
2.0332427989e+02 7.4585285607e+02 7.4585285607e+02 
2.0343249033e+02 7.4834474287e+02 7.4834474287e+02 
2.0354070078e+02 7.4931700438e+02 7.4931700438e+02 
2.0364891122e+02 7.5223444125e+02 7.5223444125e+02 
2.0375712167e+02 7.5365377745e+02 7.5365377745e+02 
2.0386533211e+02 7.5563265063e+02 7.5563265063e+02 
2.0397354256e+02 7.5831110613e+02 7.5831110613e+02 
2.0408175300e+02 7.5944192736e+02 7.5944192736e+02 
2.0418996344e+02 7.6259827074e+02 7.6259827074e+02 
2.0429817389e+02 7.6246297652e+02 7.6246297652e+02 
2.0440638433e+02 7.6241678729e+02 7.6241678729e+02 
2.0460785900e+02 7.6241695198e+02 7.6241695198e+02 
2.0471606944e+02 7.6238574554e+02 7.6238574554e+02 
2.0482427989e+02 7.6177766654e+02 7.6177766654e+02 
2.0493249033e+02 7.6432766294e+02 7.6432766294e+02 
2.0504070078e+02 7.6530783083e+02 7.6530783083e+02 
2.0514891122e+02 7.6823187803e+02 7.6823187803e+02 
2.0525712167e+02 7.6965587811e+02 7.6965587811e+02 
2.0536533211e+02 7.7163687621e+02 7.7163687621e+02 
2.0547354256e+02 7.7430393752e+02 7.7430393752e+02 
2.0558175300e+02 7.7543147913e+02 7.7543147913e+02 
2.0568996344e+02 7.7860352969e+02 7.7860352969e+02 
2.0579817389e+02 7.7850236355e+02 7.7850236355e+02 
2.0590638433e+02 7.7845540246e+02 7.7845540246e+02 
2.0610785900e+02 7.7845554473e+02 7.7845554473e+02 
2.0621606944e+02 7.7842274374e+02 7.7842274374e+02 
2.0632427989e+02 7.7784264391e+02 7.7784264391e+02 
2.0643249033e+02 7.8044712457e+02 7.8044712457e+02 
2.0654070078e+02 7.8143452275e+02 7.8143452275e+02 
2.0664891122e+02 7.8436452148e+02 7.8436452148e+02 
2.0675712167e+02 7.8579303200e+02 7.8579303200e+02 
2.0686533211e+02 7.8777607542e+02 7.8777607542e+02 
2.0697354256e+02 7.9043170130e+02 7.9043170130e+02 
2.0708175300e+02 7.9155568979e+02 7.9155568979e+02 
2.0718996344e+02 7.9474076688e+02 7.9474076688e+02 
2.0729817389e+02 7.9467281911e+02 7.9467281911e+02 
2.0740638433e+02 7.9462518303e+02 7.9462518303e+02 
2.0760785900e+02 7.9462530328e+02 7.9462530328e+02 
2.0771606944e+02 7.9459100791e+02 7.9459100791e+02 
2.0782427989e+02 7.9403866308e+02 7.9403866308e+02 
2.0793249033e+02 7.9669416947e+02 7.9669416947e+02 
2.0804070078e+02 7.9768816699e+02 7.9768816699e+02 
2.0814891122e+02 8.0062350369e+02 8.0062350369e+02 
2.0825712167e+02 8.0205637298e+02 8.0205637298e+02 
2.0836533211e+02 8.0404138593e+02 8.0404138593e+02 
2.0847354256e+02 8.0668556305e+02 8.0668556305e+02 
2.0858175300e+02 8.0780576142e+02 8.0780576142e+02 
2.0868996344e+02 8.1100138866e+02 8.1100138866e+02 
2.0879817389e+02 8.1096572933e+02 8.1096572933e+02 
2.0890638433e+02 8.1091750878e+02 8.1091750878e+02 
2.0931076100e+02 8.1091760749e+02 8.1091760749e+02 
2.0956696100e+02 8.1091760749e+02 8.1091760749e+02 
